OS,key_resp_exp_post.duration,slide_counter,q1_slider.response,instructions.stopped,consent_count,q3_slider.response,instructions_loop.thisRepN,instructions_loop.thisIndex,instructions_loop.thisN,practice_slider_2.rt,ready_to_go.stopped,trials.thisIndex,intro.stopped,post_beliefs.stopped,key_resp_4.duration,key_resp_4.rt,plots_with_labels_A,q3_slider_DC_3.response,expName,practice_key_resp.rt,begin_experiment.started,q4_slider_DC_3.response,final.stopped,date,warning.started,slider_belief.rt,key_resp_exp.rt,demographics.started,consent_loop.ran,slider_belief_post.rt,DC_page_2.stopped,q2_slider.response,DC_page_3.stopped,post_beliefs.started,consent_key.keys,consent_key.duration,practice_slider_2.response,colour,frameRate,__session,__experimentName,consent_key.rt,q3_slider_DC.response,images_atypical,study_id,instructions_text,ready_to_go.started,consent_loop.thisRepN,instructions_loop.thisTrialN,pre_beliefs.stopped,consent_item,key_resp_exp_post.rt,literacy.stopped,instructions_loop.ran,key_resp_exp_post.keys,q1_slider_DC_3.response,psychopyVersion,literacy.started,key_resp_6.keys,slider.rt,age_textbox.text,q4_slider_DC_2.response,trials.thisRepN,trials.thisN,q1_slider_DC.response,q2_slider_DC_3.response,begin_experiment.stopped,instructions,DC_page_1.stopped,key_resp_exp.duration,gender_slider.response,q1_slider_DC_2.response,debrief.stopped,key_resp_exp.keys,DC_page_1.started,consent_loop.thisIndex,practice_key_resp.keys,pre_beliefs.started,slider_emotion.rt,q4_slider.response,demographics.stopped,debrief.started,key_resp_6.rt,practice_key_resp.duration,consent.stopped,slider.response,slider_belief_post.response,q4_slider_DC.response,trials.ran,__participant,consent_loop.thisN,DC_page_2.started,intro.started,consent.started,q5_slider.response,instructions.started,q2_slider_DC_2.response,practice.started,final.started,trial_w_slider.stopped,slider_belief.response,key_resp_4.keys,DC_page_3.started,unique_item_no_A,consent_loop.thisTrialN,q3_slider_DC_2.response,__datetime,practice.stopped,trials.thisTrialN,warning.stopped,trial_w_slider.started,slider_emotion.response,session,q2_slider_DC.response,total_correct,passed,participant
﻿Win32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,atypical_scatterplots_main_test_A,NA,NA,NA,NA,2024-07-04_11h39.18.484,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,59.88023952095548,001,atypical_scatterplots_main_A,NA,2,NA,6683f393fa1e6cb74a287eea,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024.1.1,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,81.20549999999999,NA,NA,NA,NA,NA,64.64209999999403,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,PARTICIPANT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024-07-04_11h39.10.991,NA,NA,NA,NA,NA,66867bc75d59f2de9be15418,5,2,TRUE,23
﻿Win32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,atypical_scatterplots_main_test_A,NA,NA,NA,NA,2024-07-04_11h39.18.484,NA,NA,NA,NA,NA,NA,94.18420000001788,NA,NA,NA,NA,NA,NA,NA,59.88023952095548,001,atypical_scatterplots_main_A,NA,NA,NA,6683f393fa1e6cb74a287eea,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024.1.1,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PARTICIPANT,NA,81.20570000001787,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,4,2024-07-04_11h39.10.991,NA,NA,NA,NA,NA,66867bc75d59f2de9be15418,NA,2,TRUE,23
﻿Win32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,atypical_scatterplots_main_test_A,NA,NA,5,NA,2024-07-04_11h39.18.484,NA,NA,NA,NA,NA,NA,NA,NA,107.90809999999404,NA,NA,NA,NA,NA,59.88023952095548,001,atypical_scatterplots_main_A,NA,NA,NA,6683f393fa1e6cb74a287eea,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,2024.1.1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PARTICIPANT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,94.18459999999403,NA,NA,NA,2024-07-04_11h39.10.991,NA,NA,NA,NA,NA,66867bc75d59f2de9be15418,NA,2,TRUE,23
﻿Win32,NA,Slide 1 of 7,NA,111.94509999999404,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,atypical_scatterplots_main_test_A,NA,NA,NA,NA,2024-07-04_11h39.18.484,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,59.88023952095548,001,atypical_scatterplots_main_A,NA,NA,NA,6683f393fa1e6cb74a287eea,This experiment is about your beliefs about relatedness as depicted by scatterplots.,NA,NA,0,NA,NA,NA,NA,1,NA,NA,2024.1.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PARTICIPANT,NA,NA,NA,NA,NA,107.91109999999404,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024-07-04_11h39.10.991,NA,NA,NA,NA,NA,66867bc75d59f2de9be15418,NA,2,TRUE,23
﻿Win32,NA,Slide 2 of 7,NA,114.63020000001788,NA,NA,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,atypical_scatterplots_main_test_A,NA,NA,NA,NA,2024-07-04_11h39.18.484,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,59.88023952095548,001,atypical_scatterplots_main_A,NA,NA,NA,6683f393fa1e6cb74a287eea,"First, you will be asked to read a statement and indicate how emotional you find it, and how strongly you believe the variables it describes to be related.",NA,NA,1,NA,NA,NA,NA,1,NA,NA,2024.1.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PARTICIPANT,NA,NA,NA,NA,NA,111.9525,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024-07-04_11h39.10.991,NA,NA,NA,NA,NA,66867bc75d59f2de9be15418,NA,2,TRUE,23
﻿Win32,NA,Slide 3 of 7,NA,117.015,NA,NA,0,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,atypical_scatterplots_main_test_A,NA,NA,NA,NA,2024-07-04_11h39.18.484,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,59.88023952095548,001,atypical_scatterplots_main_A,NA,NA,NA,6683f393fa1e6cb74a287eea,"Then, you will be shown a series of 45 scatterplots. Scatterplots depict the level of relatedness between variables.",NA,NA,2,NA,NA,NA,NA,1,NA,NA,2024.1.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PARTICIPANT,NA,NA,NA,NA,NA,114.6305,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024-07-04_11h39.10.991,NA,NA,NA,NA,NA,66867bc75d59f2de9be15418,NA,2,TRUE,23
﻿Win32,NA,Slide 4 of 7,NA,118.98359999999404,NA,NA,0,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,atypical_scatterplots_main_test_A,NA,NA,NA,NA,2024-07-04_11h39.18.484,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,59.88023952095548,001,atypical_scatterplots_main_A,NA,NA,NA,6683f393fa1e6cb74a287eea,This relatedness is often measured on a scale between 0 (not related at all) and 1 (extremely related).,NA,NA,3,NA,NA,NA,NA,1,NA,NA,2024.1.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PARTICIPANT,NA,NA,NA,NA,NA,117.01540000000595,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024-07-04_11h39.10.991,NA,NA,NA,NA,NA,66867bc75d59f2de9be15418,NA,2,TRUE,23
﻿Win32,NA,Slide 5 of 7,NA,121.88570000001788,NA,NA,0,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,atypical_scatterplots_main_test_A,NA,NA,NA,NA,2024-07-04_11h39.18.484,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,59.88023952095548,001,atypical_scatterplots_main_A,NA,NA,NA,6683f393fa1e6cb74a287eea,The graphs you will see have been taken from a well-known British news source. The identity of this source has been obscured at their request.,NA,NA,4,NA,NA,NA,NA,1,NA,NA,2024.1.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PARTICIPANT,NA,NA,NA,NA,NA,118.984,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024-07-04_11h39.10.991,NA,NA,NA,NA,NA,66867bc75d59f2de9be15418,NA,2,TRUE,23
﻿Win32,NA,Slide 6 of 7,NA,123.43640000000596,NA,NA,0,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,atypical_scatterplots_main_test_A,NA,NA,NA,NA,2024-07-04_11h39.18.484,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,59.88023952095548,001,atypical_scatterplots_main_A,NA,NA,NA,6683f393fa1e6cb74a287eea,"Once you have rated each scatterplot, press the spacebar to move onto the next trial.",NA,NA,5,NA,NA,NA,NA,1,NA,NA,2024.1.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PARTICIPANT,NA,NA,NA,NA,NA,121.8915,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024-07-04_11h39.10.991,NA,NA,NA,NA,NA,66867bc75d59f2de9be15418,NA,2,TRUE,23
﻿Win32,NA,Slide 7 of 7,NA,124.8712000000179,NA,NA,0,6,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,atypical_scatterplots_main_test_A,NA,NA,NA,NA,2024-07-04_11h39.18.484,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,59.88023952095548,001,atypical_scatterplots_main_A,NA,NA,NA,6683f393fa1e6cb74a287eea,You will now have the chance to practice rating graphs using the sliding scale.,NA,NA,6,NA,NA,NA,NA,1,NA,NA,2024.1.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PARTICIPANT,NA,NA,NA,NA,NA,123.43680000001194,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024-07-04_11h39.10.991,NA,NA,NA,NA,NA,66867bc75d59f2de9be15418,NA,2,TRUE,23
﻿Win32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,127.34009999999404,NA,NA,NA,NA,NA,NA,NA,atypical_scatterplots_main_test_A,NA,NA,NA,NA,2024-07-04_11h39.18.484,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,59.88023952095548,001,atypical_scatterplots_main_A,NA,NA,NA,6683f393fa1e6cb74a287eea,NA,124.87230000001192,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024.1.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PARTICIPANT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024-07-04_11h39.10.991,NA,NA,NA,NA,NA,66867bc75d59f2de9be15418,NA,2,TRUE,23
﻿Win32,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.158400000005969,NA,NA,NA,NA,NA,NA,NA,NA,atypical_scatterplots_main_test_A,3.5182999999821334,142.21780000001192,NA,NA,2024-07-04_11h39.18.484,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.7952380952380953,NA,59.88023952095548,001,atypical_scatterplots_main_A,NA,NA,NA,6683f393fa1e6cb74a287eea,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024.1.1,NA,space,NA,NA,NA,NA,NA,NA,NA,145.43690000000598,NA,NA,NA,NA,NA,NA,NA,NA,NA,space,NA,NA,NA,NA,NA,1.2098999999761588,NA,NA,NA,NA,NA,NA,PARTICIPANT,NA,NA,NA,NA,NA,NA,NA,138.66559999999404,NA,NA,NA,NA,NA,NA,NA,NA,2024-07-04_11h39.10.991,142.21759999999404,NA,NA,NA,NA,66867bc75d59f2de9be15418,NA,2,TRUE,23
﻿Win32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,atypical_scatterplots_main_test_A,NA,NA,NA,NA,2024-07-04_11h39.18.484,NA,16.893599999994024,0.8675000000000068,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,59.88023952095548,001,atypical_scatterplots_main_A,NA,NA,NA,6683f393fa1e6cb74a287eea,NA,NA,NA,NA,163.2352000000179,NA,NA,NA,NA,NA,NA,2024.1.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,space,NA,NA,NA,145.437,7.469900000005964,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PARTICIPANT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,2024-07-04_11h39.10.991,NA,NA,NA,NA,6,66867bc75d59f2de9be15418,NA,2,TRUE,23
﻿Win32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,NA,NA,NA,11.985299999982118,all_plots/26_spice_A_hi.png,NA,atypical_scatterplots_main_test_A,NA,NA,NA,NA,2024-07-04_11h39.18.484,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,black,59.88023952095548,001,atypical_scatterplots_main_A,NA,NA,26_spice_A_hi.png,6683f393fa1e6cb74a287eea,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024.1.1,NA,NA,13.665900000005962,NA,NA,0,0,NA,NA,NA,Please look at the following plot and use the slider to estimate the level of relatedness.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.8961904761904762,NA,NA,1,PARTICIPANT,NA,NA,NA,NA,NA,NA,NA,NA,NA,177.79659999999404,NA,space,NA,26A,NA,NA,2024-07-04_11h39.10.991,NA,0,NA,163.24009999999404,NA,66867bc75d59f2de9be15418,NA,2,TRUE,23
